"Year","Rank","Song Title","Artist(s)","Lyrics","URL"
"1949","29","The Hucklebuck","Tommy Dorsey Orchestra and Charlie Shavers","","http://azlyrics.com/lyrics/tommydorseyorchestraandcharlieshavers/thehucklebuck.html"
"1949","30","I Don't See Me in Your Eyes Anymore","Gordon Jenkins Orchestra and The Stardusters","","http://azlyrics.com/lyrics/gordonjenkinsorchestraandthestardusters/idontseemeinyoureyesanymore.html"
"1950","1","Goodnight Irene","Gordon Jenkins & The Weavers","","http://azlyrics.com/lyrics/gordonjenkinstheweavers/goodnightirene.html"
"1950","2","Mona Lisa","Nat King Cole","Mona Lisa, Mona Lisa, men have named you\\n\nYou're so like the lady with the mystic smile\\n\nIs it only 'cause you're lonely they have blamed you?\\n\nFor that Mona Lisa strangeness in your smile?\\n\n\\n\nDo you smile to tempt a lover, Mona Lisa?\\n\nOr is this your way to hide a broken heart?\\n\nMany dreams have been brought to your doorstep\\n\nThey just lie there and they die there\\n\n\\n\nAre you warm, are you real, Mona Lisa?\\n\nOr just a cold and lonely lovely work of art?\\n\n\\n\nDo you smile to tempt a lover, Mona Lisa?\\n\nOr is this your way to hide a broken heart?\\n\nMany dreams have been brought to your doorstep\\n\nThey just lie there and they die there\\n\n\\n\nAre you warm, are you real, Mona Lisa?\\n\nOr just a cold and lonely lovely work of art?\\n\n\\n\nMona Lisa, Mona Lisa\n\n\\n\\n","http://azlyrics.com/lyrics/natkingcole/monalisa.html"
"1950","3","Third Man Theme","Anton Karas","","http://azlyrics.com/lyrics/antonkaras/thirdmantheme.html"
"1950","4","Sam's Song","Gary & Bing Crosby","","http://azlyrics.com/lyrics/garybingcrosby/samssong.html"
"1950","5","Simple Melody","Gary & Bing Crosby","","http://azlyrics.com/lyrics/garybingcrosby/simplemelody.html"
"1950","6","Music, Music, Music","Teresa Brewer","","http://azlyrics.com/lyrics/teresabrewer/musicmusicmusic.html"
"1950","7","Third Man Theme","Guy Lombardo","","http://azlyrics.com/lyrics/guylombardo/thirdmantheme.html"
"1950","8","Chattanoogie Shoe Shine Boy","Red Foley","","http://azlyrics.com/lyrics/redfoley/chattanoogieshoeshineboy.html"
"1950","9","Harbor Lights","Sammy Kaye","","http://azlyrics.com/lyrics/sammykaye/harborlights.html"
"1950","10","It Isn't Fair","Sammy Kaye & Don Cornell","","http://azlyrics.com/lyrics/sammykayedoncornell/itisntfair.html"
"1950","11","If I Knew You Were Coming I'd have Baked a Cake","Eileen Barton","","http://azlyrics.com/lyrics/eileenbarton/ifiknewyouwerecomingidhavebakedacake.html"
"1950","12","Bonaparte's Retreat","Kay Starr","","http://azlyrics.com/lyrics/kaystarr/bonapartesretreat.html"
"1950","13","Tzena, Tzena, Tzena","Gordon Jenkins & The Weavers","","http://azlyrics.com/lyrics/gordonjenkinstheweavers/tzenatzenatzena.html"
"1950","14","There's No Tomorrow","Tony Martin","","http://azlyrics.com/lyrics/tonymartin/theresnotomorrow.html"
"1950","15","The Thing","Phil Harris","","http://azlyrics.com/lyrics/philharris/thething.html"
"1950","16","Sentimental Me","Ames Brothers","","http://azlyrics.com/lyrics/amesbrothers/sentimentalme.html"
"1950","17","I Wanna Be Loved","Andrews Sisters & Gordon Jenkins","","http://azlyrics.com/lyrics/andrewssistersgordonjenkins/iwannabeloved.html"
"1950","18","Tennessee Waltz","Patti Page","","http://azlyrics.com/lyrics/pattipage/tennesseewaltz.html"
"1950","19","I Can Dream, Can't I","Andrews Sisters & Gordon Jenkins","","http://azlyrics.com/lyrics/andrewssistersgordonjenkins/icandreamcanti.html"
"1950","20","I'll Never Be Free","Tennessee Ernie Ford & Kay Starr","","http://azlyrics.com/lyrics/tennesseeerniefordkaystarr/illneverbefree.html"
"1950","21","All My Love","Patti Page","","http://azlyrics.com/lyrics/pattipage/allmylove.html"
"1950","22","My Foolish Heart","Gordon Jenkins","","http://azlyrics.com/lyrics/gordonjenkins/myfoolishheart.html"
"1950","23","Rag Mop","Ames Brothers","","http://azlyrics.com/lyrics/amesbrothers/ragmop.html"
"1950","24","Bewitched","Bill Snyder","","http://azlyrics.com/lyrics/billsnyder/bewitched.html"
"1950","25","Hoop-Dee-Doo","Perry Como","Hoop-dee-doo, hoop-dee-doo\\n\nI hear a polka and my troubles are through\\n\nHoop-dee-doo, hoop-dee-dee\\n\nThis kind of music is like heaven to me\\n\nHoop-dee-doo, hoop-dee-doo\\n\nHas got me higher than a kite\\n\nHand me down my soup and fish\\n\nI am gonna get my wish\\n\nHoop-dee-doin' it tonight\\n\n\\n\nWhen there's a trombone playin'\\n\nI get a thrill, I always will\\n\nWhen there's a concertina stretched about a mile\\n\nI always smile 'cause that's my style\\n\nWhen there's a fiddle in the middle\\n\nOh, it really is a riddle how he plays a tune so sweet\\n\nPlays a tune so sweet that I could die\\n\nLead me to the floor and hear me yell for more\\n\n'Cause I'm a hoop-dee-doin' kind of guy\\n\n\\n\n(Hoop-dee-doo), hoop-dee-doo\\n\n(Hoop-dee-doo), hoop-de-doo\\n\n(I hear a polka and my troubles are through)\\n\nHa, ha, ha\\n\n(Hoop-dee-doo), hoop-dee-doo\\n\n(Hoop-dee-dee) hoop-de-dee\\n\n(This kind of music is like heaven to me)\\n\n\\n\nOh, hoop-dee-doo (hoop-hee-doo)\\n\nHoop-dee-doo (hoop-Dee-Doo)\\n\nHas got me higher than a kite\\n\nHand me down my soup and fish\\n\nI am gonna get my wish\\n\nHoop-dee-doin' it tonight\\n\n\\n\n(When there's a trombone playin')\\n\nAh, ha, ha, ha\\n\n(He gets a thrill)\\n\nI get a thrill, I always will\\n\n(He always will)\\n\n(When there's a concertina stretched about a mile\\n\nI always smile (You'll see him smile)\\n\n'Cause that's my style (Oh, that's his style)\\n\nWhen there's a fiddle in the middle\\n\nOh, it really is a riddle how he plays a tune so sweet\\n\n(Plays a tune so sweet that we could die)\\n\nAh, yes lead me to the floor and hear me yell for more\\n\n'Cause I'm a hoop-dee-doin' kind of guy\\n\n\\n\nOoooh, hoop-dee-doo, hoop-dee-doo\\n\nIt's got us higher than a kite\\n\nThey're in clover, we're in bloom\\n\nWhen we're dancin' give us room\\n\nHoop-de-doin' it with all of our might\\n\nRain may fall and snow may come\\n\nNothin's gonna stop us from\\n\nHoop-dee-doin' it\\n\nHoop-dee-doin' it\\n\nHoop-dee-doin' it tonight\n\n\\n\\n","http://azlyrics.com/lyrics/perrycomo/hoopdeedoo.html"
"1950","26","Bewitched","Gordon Jenkins","","http://azlyrics.com/lyrics/gordonjenkins/bewitched.html"
"1950","27","Can Anyone Explain?","Ames Brothers","","http://azlyrics.com/lyrics/amesbrothers/cananyoneexplain.html"
"1950","28","My Foolish Heart","Billy Eckstine","","http://azlyrics.com/lyrics/billyeckstine/myfoolishheart.html"
"1950","29","Dear Hearts and Gentle People","Bing Crosby","","http://azlyrics.com/lyrics/bingcrosby/dearheartsandgentlepeople.html"
"1950","30","The Cry of the Wild Goose","Frankie Laine","","http://azlyrics.com/lyrics/frankielaine/thecryofthewildgoose.html"
"1951","1","Too Young","Nat King Cole","They try to tell us we're too young\\n\nToo young to really be in love\\n\nThey say that love's a word\\n\nA word we've only heard\\n\nBut can't begin to know the meaning of\\n\n\\n\nAnd yet we're not too young to know\\n\nThis love will last though years may go\\n\nAnd then someday they may recall\\n\nWe were not too young at all\\n\n\\n\nAnd yet we're not too young to know\\n\nThis love will last though years may go\\n\nAnd then someday they may recall\\n\nWe were not too young at all\n\n\\n\\n","http://azlyrics.com/lyrics/natkingcole/tooyoung.html"
"1951","2","Because of You","Tony Bennett","Because of you there's a song in my heart\\n\nBecause of you my romance had its start\\n\nBecause of you the sun will shine\\n\nThe moon and stars will say you're mine\\n\nForever and never to part\\n\n\\n\nI only live for your love and your kiss\\n\nIt's paradise to be near you like this\\n\nBecause of you my life is now worth while\\n\nAnd I can smile\\n\nBecause of you\\n\n\\n\n<i>[Instrumental Interlude]</i>\\n\n\\n\nI only live for your love and your kiss\\n\nIt's paradise to be near you like this\\n\nBecause of you my life is now worth while\\n\nAnd I can smile\\n\nBecause of you\n\n\\n\\n","http://azlyrics.com/lyrics/tonybennett/becauseofyou.html"
"1951","3","How High the Moon","Les Paul & Mary Ford","","http://azlyrics.com/lyrics/lespaulmaryford/howhighthemoon.html"
"1951","4","Come on-a My House","Rosemary Clooney","","http://azlyrics.com/lyrics/rosemaryclooney/comeonamyhouse.html"
"1951","5","Be My Love","Mario Lanza","","http://azlyrics.com/lyrics/mariolanza/bemylove.html"
"1951","6","On Top of Old Smoky","The Weavers","","http://azlyrics.com/lyrics/weavers/ontopofoldsmoky.html"
"1951","7","Cold, Cold Heart","Tony Bennett","I tried so hard, my dear to show\\n\nThat you're my every dream\\n\nYet, you're afraid each thing I do\\n\nIs just some evil scheme\\n\nA memory from your lonesome past\\n\nKeeps us so far apart\\n\nWhy can't I free your doubtful mind\\n\nAnd melt your cold, cold heart\\n\n\\n\nAnother love before my time\\n\nMade your heart sad and blue\\n\nAnd so my heart is paying now\\n\nFor things I didn't do\\n\nIn anger unkind words are said\\n\nThat make the teardrops start\\n\nWhy can't I free your doubtful mind\\n\nAnd melt your cold, cold heart\\n\n\\n\n<i>[Instrumental Interlude]</i>\\n\n\\n\nThere was a time when I believed\\n\nThat you belonged to me\\n\nBut now I know your heart is shackled to a memory\\n\nThe more I learn to care for you\\n\nThe more we drift apart\\n\nWhy can't I free your doubtful mind\\n\nAnd melt your cold, cold heart\n\n\\n\\n","http://azlyrics.com/lyrics/tonybennett/coldcoldheart.html"
"1951","8","If","Perry Como","If they made me a king\\n\nI'd be but a slave to you\\n\nIf I had everything\\n\nI'd still be a slave to you\\n\nIf I ruled the night\\n\nStars and moon so bright\\n\nStill I'd turn for light to you\\n\n\\n\nIf the world to me bowed\\n\nYet, humbly I'd flee to you\\n\nIf my friends were a crowd\\n\nI'd turn in my need to you\\n\nIf I ruled the earth\\n\nWhat would life be worth\\n\nIf I hadn't the right to you\\n\n\\n\n<i>[Instrumental Interlude]</i>\\n\n\\n\nIf I ruled the night\\n\nStars and moon so bright\\n\nStill I'd turn for light to you\\n\nIf the world to me bowed\\n\nYet, humbly I'd flee to you\\n\nIf my friends were a crowd\\n\nI'd turn in my need to you\\n\nIf I ruled the earth\\n\nWhat would life be worth\\n\nIf I hadn't the right to you\n\n\\n\\n","http://azlyrics.com/lyrics/perrycomo/if.html"
"1951","9","The Loveliest Night of the Year","Mario Lanza","","http://azlyrics.com/lyrics/mariolanza/theloveliestnightoftheyear.html"
"1951","10","Tennessee Waltz","Patti Page","","http://azlyrics.com/lyrics/pattipage/tennesseewaltz.html"
"1951","11","Jezebel","Frankie Laine","","http://azlyrics.com/lyrics/frankielaine/jezebel.html"
"1951","12","I Get Ideas","Tony Martin","","http://azlyrics.com/lyrics/tonymartin/igetideas.html"
"1951","13","Mockin' Bird Hill","Les Paul & Mary Ford","","http://azlyrics.com/lyrics/lespaulmaryford/mockinbirdhill.html"
"1951","14","Mockin' Bird Hill","Patti Page","","http://azlyrics.com/lyrics/pattipage/mockinbirdhill.html"
"1951","15","My Heart Cries for You","Guy Mitchell & Mitch Miller","","http://azlyrics.com/lyrics/guymitchellmitchmiller/myheartcriesforyou.html"
"1951","16","(It's No) Sin","Eddy Howard","","http://azlyrics.com/lyrics/eddyhoward/itsnosin.html"
"1951","17","Sound Off","Vaughn Monroe","","http://azlyrics.com/lyrics/vaughnmonroe/soundoff.html"
"1951","18","Sweet Violets","Dinah Shore","","http://azlyrics.com/lyrics/dinahshore/sweetviolets.html"
"1951","19","The World Is Waiting for the Sunrise","Les Paul & Mary Ford","","http://azlyrics.com/lyrics/lespaulmaryford/theworldiswaitingforthesunrise.html"
"1951","20","My Truly, Truly Fair","Guy Mitchell & Mitch Miller","","http://azlyrics.com/lyrics/guymitchellmitchmiller/mytrulytrulyfair.html"
"1951","21","(It's No) Sin","The Four Aces","","http://azlyrics.com/lyrics/fouraces/itsnosin.html"
"1951","22","Aba Daba Honeymoon","Debbie Reynolds & Carleton Carpenter","","http://azlyrics.com/lyrics/debbiereynoldscarletoncarpenter/abadabahoneymoon.html"
"1951","23","Rose, Rose, I Love You","Frankie Laine","","http://azlyrics.com/lyrics/frankielaine/roseroseiloveyou.html"
"1951","24","Down Yonder","Del Wood","","http://azlyrics.com/lyrics/delwood/downyonder.html"
"1951","25","I Apologize","Billy Eckstine","","http://azlyrics.com/lyrics/billyeckstine/iapologize.html"
"1951","26","Would I Love You (Love You, Love You)","Patti Page","","http://azlyrics.com/lyrics/pattipage/wouldiloveyouloveyouloveyou.html"
"1951","27","You're Just in Love","Perry Como & The Fontane Sisters","","http://azlyrics.com/lyrics/perrycomothefontanesisters/yourejustinlove.html"
"1951","28","Undecided","Ames Brothers with The Les Brown Orchestra","","http://azlyrics.com/lyrics/amesbrotherswiththelesbrownorchestra/undecided.html"
"1951","29","The Thing","Phil Harris","","http://azlyrics.com/lyrics/philharris/thething.html"
"1951","30","Because of You","Les Baxter","","http://azlyrics.com/lyrics/lesbaxter/becauseofyou.html"
"1952","1","Blue Tango","Leroy Anderson","","http://azlyrics.com/lyrics/leroyanderson/bluetango.html"
"1952","2","Wheel of Fortune","Kay Starr","","http://azlyrics.com/lyrics/kaystarr/wheeloffortune.html"
"1952","3","Cry","Johnnie Ray & The Four Lads","","http://azlyrics.com/lyrics/johnnieraythefourlads/cry.html"
"1952","4","You Belong to Me","Jo Stafford","","http://azlyrics.com/lyrics/jostafford/youbelongtome.html"
"1952","5","Auf Wiederseh'n Sweetheart","Vera Lynn","Auf wiedersehen, auf wiedersehen\\n\nWe'll meet again, sweetheart\\n\nThis lovely day has flown away\\n\nThe time has come to part\\n\n\\n\nWe'll kiss again, like this again\\n\nDon't let the teardrops start\\n\nWith love that's true, I'll wait for you\\n\nAuf wiedersehen, sweetheart\n\n\\n\\n","http://azlyrics.com/lyrics/veralynn/aufwiedersehnsweetheart.html"
"1952","6","Half as Much","Rosemary Clooney","","http://azlyrics.com/lyrics/rosemaryclooney/halfasmuch.html"
"1952","7","Wish You Were Here","Eddie Fisher","","http://azlyrics.com/lyrics/eddiefisher/wishyouwerehere.html"
"1952","8","I Went to Your Wedding","Patti Page","","http://azlyrics.com/lyrics/pattipage/iwenttoyourwedding.html"
"1952","9","Here in My Heart","Al Martino","","http://azlyrics.com/lyrics/almartino/hereinmyheart.html"
"1952","10","Delicado","Percy Faith","","http://azlyrics.com/lyrics/percyfaith/delicado.html"
"1952","11","Kiss of Fire","Georgia Gibbs","","http://azlyrics.com/lyrics/georgiagibbs/kissoffire.html"
"1952","12","Anytime","Eddie Fisher","","http://azlyrics.com/lyrics/eddiefisher/anytime.html"
"1952","13","Tell Me Why","The Four Aces","","http://azlyrics.com/lyrics/fouraces/tellmewhy.html"
"1952","14","Blacksmith Blues","Ella Mae Morse","","http://azlyrics.com/lyrics/ellamaemorse/blacksmithblues.html"
"1952","15","Jambalaya (On the Bayou)","Jo Stafford","","http://azlyrics.com/lyrics/jostafford/jambalayaonthebayou.html"
"1952","16","Botch-a-Me (Ba-Ba-Baciami Piccina)","Rosemary Clooney","","http://azlyrics.com/lyrics/rosemaryclooney/botchamebababaciamipiccina.html"
"1952","17","A Guy Is a Guy","Doris Day","","http://azlyrics.com/lyrics/dorisday/aguyisaguy.html"
"1952","18","The Little White Cloud That Cried","Johnnie Ray","","http://azlyrics.com/lyrics/johnnieray/thelittlewhitecloudthatcried.html"
"1952","19","High Noon","Frankie Laine","","http://azlyrics.com/lyrics/frankielaine/highnoon.html"
"1952","20","I'm Yours","Eddie Fisher","","http://azlyrics.com/lyrics/eddiefisher/imyours.html"
"1952","21","The Glow-Worm","Mills Brothers","","http://azlyrics.com/lyrics/millsbrothers/theglowworm.html"
"1952","22","It's in the Book","Johnny Standley","","http://azlyrics.com/lyrics/johnnystandley/itsinthebook.html"
"1952","23","Slow Poke","Pee Wee King","","http://azlyrics.com/lyrics/peeweeking/slowpoke.html"
"1952","24","Walkin' My Baby Back Home","Johnnie Ray","","http://azlyrics.com/lyrics/johnnieray/walkinmybabybackhome.html"
"1952","25","Meet Mister Callaghan","Les Paul","","http://azlyrics.com/lyrics/lespaul/meetmistercallaghan.html"
"1952","26","I'm Yours","Don Cornell","","http://azlyrics.com/lyrics/doncornell/imyours.html"
"1952","27","I'll Walk Alone","Don Cornell","","http://azlyrics.com/lyrics/doncornell/illwalkalone.html"
"1952","28","Tell Me Why","Eddie Fisher","","http://azlyrics.com/lyrics/eddiefisher/tellmewhy.html"
"1952","29","Trying","The Hilltoppers","","http://azlyrics.com/lyrics/hilltoppers/trying.html"
"1952","30","Please, Mr. Sun","Johnnie Ray & The Four Lads","","http://azlyrics.com/lyrics/johnnieraythefourlads/pleasemrsun.html"
"1953","1","The Song from Moulin Rouge","Percy Faith","","http://azlyrics.com/lyrics/percyfaith/thesongfrommoulinrouge.html"
"1953","2","Vaya con Dios","Les Paul & Mary Ford","","http://azlyrics.com/lyrics/lespaulmaryford/vayacondios.html"
"1953","3","(How Much Is) That Doggie in the Window?","Patti Page","","http://azlyrics.com/lyrics/pattipage/howmuchisthatdoggieinthewindow.html"
"1953","4","I'm Walking Behind You","Eddie Fisher","","http://azlyrics.com/lyrics/eddiefisher/imwalkingbehindyou.html"
"1953","5","You, You, You","Ames Brothers","","http://azlyrics.com/lyrics/amesbrothers/youyouyou.html"
"1953","6","Till I Waltz Again with You","Teresa Brewer","","http://azlyrics.com/lyrics/teresabrewer/tilliwaltzagainwithyou.html"
